Order_ID,Customer_ID,Product_ID,Order_Date,Sales
CA-2016-119907,LC-17140,OFF-BI-10001765,01/12/2016,55.424
US-2017-128902,MB-18085,FUR-TA-10001095,11/03/2017,244.006
CA-2017-152289,LC-16930,TEC-AC-10004571,26/08/2017,159.984
CA-2017-152289,LC-16930,FUR-CH-10002126,26/08/2017,1024.716
US-2017-104794,KD-16495,OFF-FA-10001754,16/12/2017,3.68
CA-2015-151708,MB-17305,FUR-FU-10001602,08/08/2015,121.376
CA-2015-151708,MB-17305,TEC-AC-10001767,08/08/2015,95.976
CA-2016-100769,TH-21550,TEC-AC-10002402,16/05/2016,255.968
CA-2018-139199,DK-12835,FUR-CH-10000847,09/12/2018,872.94
CA-2018-139199,DK-12835,OFF-BI-10003982,09/12/2018,41.54
CA-2018-139199,DK-12835,OFF-PA-10001293,09/12/2018,12.96
US-2016-161466,ON-18715,OFF-AR-10000634,24/09/2016,6.848
CA-2018-164959,KN-16390,OFF-LA-10004272,11/07/2018,8.67
US-2016-105676,NM-18520,FUR-FU-10004270,01/12/2016,6.688
CA-2017-113138,NP-18685,OFF-AR-10003770,19/11/2017,17.28
CA-2017-113138,NP-18685,OFF-BI-10000320,19/11/2017,17.712
US-2018-104955,CG-12040,OFF-LA-10003121,19/03/2018,28.91
CA-2017-121958,CS-12505,OFF-SU-10000381,13/11/2017,52.136
CA-2018-121468,KD-16345,TEC-PH-10000376,19/11/2018,31.968
US-2017-108455,MK-18160,OFF-PA-10002262,02/12/2017,25.92
US-2017-108455,MK-18160,OFF-PA-10002464,02/12/2017,40.46
US-2017-108455,MK-18160,OFF-ST-10002214,02/12/2017,33.87
CA-2018-101210,DW-13540,OFF-AR-10003560,25/08/2018,9.728
CA-2018-101210,DW-13540,OFF-PA-10000130,25/08/2018,3.424
US-2017-108098,CP-12340,TEC-AC-10000865,14/10/2017,177
CA-2015-119032,MS-17770,OFF-FA-10003021,27/11/2015,3.76
CA-2016-140410,CM-12655,TEC-PH-10003580,03/11/2016,1212.848
CA-2016-140410,CM-12655,TEC-AC-10001109,03/11/2016,89.97
CA-2016-140410,CM-12655,FUR-FU-10003347,03/11/2016,42.6
CA-2015-136280,Co-12640,OFF-LA-10000452,29/11/2015,5.04
CA-2018-151911,DL-13495,OFF-EN-10002986,30/04/2018,62.96
CA-2018-166436,TS-21370,OFF-PA-10001838,24/11/2018,5.88
CA-2018-166436,TS-21370,FUR-CH-10000785,24/11/2018,977.292
CA-2018-139661,JW-15220,FUR-FU-10002885,30/10/2018,9.64
CA-2015-123925,RF-19840,OFF-AR-10002952,17/12/2015,40.05
CA-2018-152485,JD-15790,OFF-AR-10003759,04/09/2018,10.192
CA-2018-152485,JD-15790,OFF-ST-10004950,04/09/2018,16.784
CA-2018-152485,JD-15790,OFF-AR-10001940,04/09/2018,13.12
CA-2017-141586,NK-18490,OFF-BI-10003981,17/10/2017,18.16
CA-2018-130386,NG-18430,OFF-PA-10002749,12/11/2018,16.056
CA-2018-130386,NG-18430,OFF-PA-10003823,12/11/2018,223.056
CA-2018-130386,NG-18430,OFF-ST-10003716,12/11/2018,540.048
CA-2017-100468,AT-10435,TEC-PH-10001300,24/11/2017,33.52
CA-2017-100468,AT-10435,FUR-FU-10000010,24/11/2017,9.94
CA-2016-153388,PC-19000,OFF-AR-10001868,01/08/2016,6.72
CA-2016-153388,PC-19000,FUR-TA-10003715,01/08/2016,1004.976
CA-2018-154935,AR-10540,OFF-BI-10003708,24/12/2018,17.88
CA-2017-134208,CS-12505,TEC-MA-10004458,17/09/2017,396
CA-2018-108294,LS-16975,OFF-BI-10004965,10/12/2018,34.5
CA-2018-103611,JM-15535,FUR-FU-10004270,12/09/2018,8.36
CA-2018-100384,NH-18610,OFF-AR-10002135,24/06/2018,385.6
CA-2018-100384,NH-18610,OFF-AR-10003514,24/06/2018,35.82
CA-2018-112809,RA-19915,OFF-ST-10002276,18/08/2018,200.064
CA-2018-112809,RA-19915,OFF-BI-10001098,18/08/2018,21.38
CA-2018-112809,RA-19915,OFF-BI-10001636,18/08/2018,6.744
US-2018-160759,AI-10855,FUR-CH-10002961,11/12/2018,63.686
CA-2018-148446,MC-17845,FUR-TA-10004256,10/12/2018,1669.6
CA-2015-111059,TB-21400,OFF-BI-10004593,03/02/2015,83.84
CA-2015-111059,TB-21400,OFF-BI-10002827,03/02/2015,13.272
CA-2018-116204,VW-21775,OFF-BI-10001759,11/02/2018,21.336
CA-2018-109946,PL-18925,OFF-AR-10001419,16/04/2018,16.52
CA-2016-144806,GH-14425,FUR-FU-10002253,06/12/2016,206.112
CA-2016-144806,GH-14425,OFF-PA-10002586,06/12/2016,19.92
CA-2016-144806,GH-14425,OFF-PA-10003039,06/12/2016,198.272
CA-2016-144806,GH-14425,OFF-ST-10004804,06/12/2016,247.104
CA-2016-144806,GH-14425,OFF-AR-10004042,06/12/2016,86.304
CA-2017-122392,CJ-12010,OFF-AR-10002221,22/07/2017,4.16
CA-2017-122392,CJ-12010,FUR-FU-10002456,22/07/2017,11.648
CA-2016-148432,MC-18130,OFF-FA-10004968,07/11/2016,26.18
CA-2016-148432,MC-18130,OFF-PA-10001274,07/11/2016,7.3
CA-2016-103793,BV-11245,OFF-PA-10001125,26/03/2016,74.352
CA-2018-159884,JF-15490,OFF-ST-10000344,31/08/2018,10.744
CA-2018-159884,JF-15490,OFF-FA-10000585,31/08/2018,8.376
CA-2017-139885,EB-13840,OFF-ST-10003324,04/12/2017,212.88
CA-2018-124086,MP-18175,FUR-BO-10004015,10/02/2018,203.983
CA-2017-112389,JM-15655,OFF-ST-10000419,29/10/2017,40.74
CA-2017-112389,JM-15655,OFF-AP-10001626,29/10/2017,11.67
CA-2018-121888,CL-11890,TEC-PH-10000439,15/09/2018,39.99
CA-2018-121888,CL-11890,OFF-AR-10003478,15/09/2018,16.28
CA-2018-121888,CL-11890,FUR-BO-10002545,15/09/2018,782.94
CA-2018-121888,CL-11890,OFF-BI-10001765,15/09/2018,242.48
CA-2015-166884,CK-12205,FUR-FU-10003981,11/03/2015,8.32
CA-2015-166884,CK-12205,OFF-FA-10001561,11/03/2015,10.464
CA-2015-107181,DB-13270,OFF-BI-10004230,04/02/2015,82.896
CA-2015-107181,DB-13270,OFF-PA-10000350,04/02/2015,34.24
CA-2015-150245,PC-18745,FUR-BO-10002613,31/12/2015,1573.488
CA-2016-111395,VB-21745,OFF-PA-10000994,23/11/2016,335.52
CA-2016-111395,VB-21745,OFF-BI-10002867,23/11/2016,23.912
CA-2016-111395,VB-21745,OFF-ST-10001291,23/11/2016,27.056
CA-2015-134278,EP-13915,TEC-CO-10001046,06/07/2015,559.992
US-2018-124926,ME-17320,OFF-AP-10004868,13/11/2018,9.324
CA-2017-159345,IG-15085,OFF-PA-10000806,17/06/2017,111.96
CA-2015-130274,JS-15940,OFF-LA-10002195,03/05/2015,21.56
CA-2018-158386,BO-11425,OFF-BI-10003719,16/10/2018,124.75
CA-2016-111507,VW-21775,OFF-AR-10001315,06/02/2016,5.28
CA-2018-120761,AB-10150,TEC-AC-10000171,04/09/2018,91.96
CA-2017-109176,JW-16075,OFF-EN-10003134,09/05/2017,9.344
CA-2017-109176,JW-16075,OFF-AR-10001955,09/05/2017,79.36
CA-2016-112116,JE-15475,FUR-TA-10001039,16/03/2016,171.96
CA-2017-126809,EB-13750,OFF-BI-10003712,09/04/2017,35.352
CA-2015-105172,PK-18910,OFF-LA-10001641,04/04/2015,18.9
CA-2018-107293,CS-12400,OFF-AR-10003732,05/09/2018,2.78
US-2018-102890,SG-20470,FUR-TA-10000577,30/06/2018,1044.63
CA-2016-158554,CM-12190,OFF-PA-10004000,09/11/2016,11.352
CA-2015-116239,CL-12565,OFF-ST-10001370,04/03/2015,354.9
CA-2016-132101,JO-15550,TEC-PH-10004539,19/03/2016,453.576
CA-2016-129112,AW-10840,TEC-AC-10003038,29/11/2016,21.48
CA-2016-129112,AW-10840,OFF-BI-10000088,29/11/2016,8.784
US-2018-152002,DV-13465,OFF-PA-10000357,11/06/2018,122.97
CA-2018-165029,AH-10075,OFF-AR-10003504,26/11/2018,12.84
US-2015-157385,SC-20095,FUR-CH-10000863,23/11/2015,603.92
US-2015-157385,SC-20095,OFF-EN-10003160,23/11/2015,21.84
US-2015-157385,SC-20095,TEC-AC-10003280,23/11/2015,29.99
US-2015-157385,SC-20095,FUR-CH-10000595,23/11/2015,381.44
CA-2015-101602,MC-18100,TEC-PH-10000169,15/12/2015,40.68
CA-2015-101602,MC-18100,FUR-CH-10004675,15/12/2015,763.28
CA-2017-109057,TT-21460,OFF-ST-10002406,22/04/2017,23.952
CA-2017-154403,AP-10720,OFF-PA-10001526,23/05/2017,4.98
CA-2017-102456,DL-12865,OFF-AP-10004336,27/02/2017,170.88
CA-2016-131338,NP-18325,TEC-PH-10003012,09/08/2016,307.98
CA-2016-131338,NP-18325,FUR-TA-10002607,09/08/2016,382.806
CA-2016-131338,NP-18325,OFF-ST-10000642,09/08/2016,41.96
CA-2016-131338,NP-18325,OFF-BI-10000545,09/08/2016,1217.568
CA-2016-131338,NP-18325,FUR-FU-10002157,09/08/2016,47.04
CA-2016-131338,NP-18325,FUR-FU-10001706,09/08/2016,6.16
CA-2016-131338,NP-18325,TEC-PH-10000984,09/08/2016,979.95
CA-2016-131338,NP-18325,OFF-PA-10001357,09/08/2016,143.7
CA-2016-131338,NP-18325,OFF-FA-10000992,09/08/2016,10.65
CA-2016-131338,NP-18325,TEC-AC-10002600,09/08/2016,247.8
CA-2017-109911,VG-21805,OFF-AR-10001662,12/05/2017,10.96
US-2017-132423,MY-18295,OFF-AR-10001221,15/04/2017,33.488
US-2017-132423,MY-18295,OFF-FA-10002988,15/04/2017,8.04
CA-2016-122826,RD-19480,TEC-PH-10004830,23/06/2016,201.568
CA-2015-117317,JF-15490,OFF-PA-10004519,19/10/2015,13.44
CA-2016-118423,DP-13390,FUR-BO-10000362,24/03/2016,359.058
CA-2018-149181,MD-17350,FUR-CH-10004540,08/05/2018,47.992
CA-2018-132234,MY-17380,FUR-FU-10001290,16/10/2018,547.3
CA-2018-158876,AB-10150,OFF-PA-10000308,19/11/2018,16.896
CA-2018-158876,AB-10150,OFF-SU-10001165,19/11/2018,6.672
CA-2018-158876,AB-10150,OFF-AR-10003373,19/11/2018,99.136
CA-2018-158876,AB-10150,FUR-FU-10001967,19/11/2018,15.992
CA-2017-164672,GB-14530,FUR-FU-10001488,08/05/2017,211.96
US-2017-132857,CA-12775,OFF-AR-10003251,11/12/2017,6.672
CA-2018-116645,ME-17725,OFF-AR-10001044,30/11/2018,155.94
US-2017-115819,JO-15280,TEC-PH-10004700,19/04/2017,39.96
US-2017-115819,JO-15280,OFF-AR-10000823,19/04/2017,5.46
US-2017-115819,JO-15280,OFF-AR-10004456,19/04/2017,73.2
US-2017-115819,JO-15280,OFF-BI-10000050,19/04/2017,5.84
US-2017-115819,JO-15280,OFF-PA-10002377,19/04/2017,22.72
US-2017-115819,JO-15280,OFF-BI-10000591,19/04/2017,9.336
CA-2015-156349,ML-17395,FUR-BO-10000362,26/05/2015,290.666
CA-2015-156349,ML-17395,TEC-PH-10000441,26/05/2015,201.584
CA-2015-156349,ML-17395,TEC-PH-10002726,26/05/2015,83.984
CA-2018-138380,YS-21880,OFF-ST-10003306,21/12/2018,1000.02
US-2017-113509,PL-18925,TEC-AC-10004855,15/03/2017,83.976
CA-2016-130022,JK-16120,OFF-LA-10002787,10/08/2016,3.75
CA-2016-130022,JK-16120,OFF-LA-10002043,10/08/2016,41.4
CA-2016-130022,JK-16120,OFF-AR-10001915,10/08/2016,29.79
US-2017-118780,PN-18775,OFF-ST-10000352,10/09/2017,59.48
US-2017-118780,PN-18775,OFF-PA-10000575,10/09/2017,6.69
CA-2018-108560,JC-15385,FUR-FU-10002937,08/07/2018,198.46
CA-2018-108560,JC-15385,OFF-LA-10003930,08/07/2018,786.48
CA-2018-108560,JC-15385,OFF-BI-10001107,08/07/2018,23.168
CA-2018-108560,JC-15385,TEC-AC-10003063,08/07/2018,50
CA-2016-157084,JG-15160,TEC-PH-10002922,19/12/2016,675.96
CA-2016-157084,JG-15160,TEC-AC-10002049,19/12/2016,1265.85
CA-2016-164539,PO-19180,OFF-AP-10002457,16/11/2016,523.25
CA-2016-143119,MC-17275,FUR-CH-10001270,24/09/2016,517.5
CA-2018-101049,AS-10240,FUR-FU-10004415,21/06/2018,17.92
CA-2018-101049,AS-10240,OFF-BI-10001510,21/06/2018,41.256
CA-2017-106530,CL-12565,OFF-ST-10002011,08/05/2017,1006.056
CA-2017-106530,CL-12565,OFF-PA-10002986,08/05/2017,10.688
CA-2017-106530,CL-12565,OFF-PA-10004451,08/05/2017,10.368
CA-2017-106530,CL-12565,OFF-ST-10000649,08/05/2017,25.12
CA-2017-106530,CL-12565,TEC-AC-10001465,08/05/2017,58.112
CA-2015-168984,NW-18400,OFF-PA-10001166,26/11/2015,15.552
CA-2015-168984,NW-18400,OFF-ST-10001097,26/11/2015,669.08
CA-2015-168984,NW-18400,TEC-PH-10000038,26/11/2015,438.336
CA-2017-157266,TB-21280,OFF-PA-10002689,26/05/2017,19.44
CA-2017-157266,TB-21280,OFF-BI-10004728,26/05/2017,9.64
CA-2017-157266,TB-21280,OFF-PA-10004675,26/05/2017,12.7
CA-2017-157266,TB-21280,FUR-FU-10000629,26/05/2017,41.37
US-2015-134712,BS-11380,OFF-FA-10003112,29/11/2015,12.624
CA-2016-111829,FH-14365,OFF-ST-10000142,19/03/2016,1247.64
CA-2016-111829,FH-14365,TEC-CO-10001766,19/03/2016,3149.93
CA-2016-111829,FH-14365,OFF-PA-10004359,19/03/2016,209.7
CA-2016-105221,VM-21685,TEC-AC-10002323,01/11/2016,35.36
CA-2016-105221,VM-21685,OFF-FA-10001135,01/11/2016,3.168
CA-2016-120341,SF-20200,OFF-BI-10004224,26/09/2016,121.104
CA-2016-120341,SF-20200,TEC-PH-10003357,26/09/2016,45.894
CA-2015-135699,HH-15010,OFF-PA-10004475,29/08/2015,109.92
CA-2015-135699,HH-15010,OFF-PA-10003001,29/08/2015,13.36
US-2018-132444,CD-12280,OFF-ST-10003442,18/11/2018,169.68
US-2018-132444,CD-12280,TEC-AC-10003832,18/11/2018,132.52
US-2018-132444,CD-12280,OFF-FA-10000611,18/11/2018,2.96
US-2018-132444,CD-12280,OFF-BI-10001116,18/11/2018,8.448
US-2018-132444,CD-12280,OFF-ST-10000563,18/11/2018,95.94
CA-2015-127159,HL-15040,FUR-FU-10000010,12/05/2015,34.79
CA-2018-161809,TH-21100,TEC-PH-10004922,20/01/2018,160.776
CA-2018-127285,MM-18055,OFF-BI-10004330,30/10/2018,88.752
CA-2018-127285,MM-18055,OFF-BI-10002072,30/10/2018,13.904
CA-2018-144526,QJ-19255,TEC-PH-10002549,30/04/2018,677.58
CA-2018-144526,QJ-19255,OFF-BI-10002353,30/04/2018,13.896
CA-2017-128531,NS-18505,OFF-ST-10001325,24/11/2017,41.92
CA-2017-128531,NS-18505,TEC-AC-10002049,24/11/2017,297.576
CA-2017-128531,NS-18505,OFF-FA-10002676,24/11/2017,4.344
CA-2017-128531,NS-18505,TEC-AC-10003023,24/11/2017,94.992
CA-2017-128531,NS-18505,OFF-PA-10000167,24/11/2017,74.352
CA-2017-128531,NS-18505,OFF-AR-10003405,24/11/2017,14.04
US-2016-157154,MM-17920,FUR-TA-10001889,10/01/2016,1018.104
CA-2018-159457,RD-19480,TEC-PH-10002185,19/10/2018,16.68
CA-2017-107615,RB-19645,TEC-AC-10001013,22/03/2017,58.58
CA-2018-111647,RD-19585,TEC-PH-10002726,03/07/2018,167.968
CA-2016-150560,SW-20455,OFF-LA-10003930,11/12/2016,196.62
CA-2016-143077,SF-20965,FUR-FU-10003535,17/09/2016,21.936
CA-2016-143077,SF-20965,OFF-BI-10000088,17/09/2016,6.588
CA-2017-122728,EB-13930,OFF-ST-10000604,18/05/2017,104.28
CA-2017-122728,EB-13930,OFF-PA-10004040,18/05/2017,17.94
CA-2015-122882,SB-20290,OFF-ST-10002344,07/09/2015,64.784
CA-2015-122882,SB-20290,TEC-PH-10003589,07/09/2015,32.382
CA-2015-122882,SB-20290,FUR-FU-10000758,07/09/2015,42.368
CA-2015-122882,SB-20290,TEC-MA-10004679,07/09/2015,399.54
US-2017-101497,PS-18760,OFF-PA-10000176,29/09/2017,18.97
CA-2017-147585,CB-12535,FUR-FU-10002597,07/11/2017,14.82
CA-2018-149489,DK-12835,OFF-AP-10002495,24/04/2018,99.28
CA-2018-149489,DK-12835,OFF-BI-10002813,24/04/2018,1.188
CA-2018-149489,DK-12835,OFF-BI-10002414,24/04/2018,7.518
CA-2018-143798,AW-10840,OFF-PA-10000788,10/12/2018,10.368
CA-2018-143798,AW-10840,FUR-FU-10004306,10/12/2018,310.88
CA-2015-142839,TS-21610,FUR-TA-10001539,16/08/2015,853.092
CA-2018-129833,HF-14995,OFF-PA-10000575,09/12/2018,33.45
CA-2018-129833,HF-14995,OFF-BI-10004182,09/12/2018,10.4
US-2017-154361,HZ-14950,FUR-FU-10004020,14/03/2017,21.88
US-2017-158708,AB-10255,TEC-AC-10003133,26/06/2017,13.616
CA-2016-156335,PO-19195,TEC-AC-10002006,25/09/2016,63.96
CA-2016-156335,PO-19195,OFF-BI-10003314,25/09/2016,14.46
CA-2016-156335,PO-19195,TEC-PH-10002726,25/09/2016,104.98
CA-2016-148376,AG-10900,OFF-AP-10000240,27/12/2016,106.96
CA-2016-148376,AG-10900,OFF-LA-10002381,27/12/2016,21.56
CA-2015-135657,SC-20725,FUR-TA-10004086,03/06/2015,515.88
CA-2016-114069,ND-18370,OFF-BI-10000320,13/07/2016,11.808
CA-2016-114069,ND-18370,FUR-CH-10000595,13/07/2016,1931.04
CA-2016-114069,ND-18370,OFF-PA-10000349,13/07/2016,9.96
CA-2015-139857,CD-12790,OFF-FA-10001843,02/02/2015,12.35
CA-2017-106306,PG-18820,OFF-BI-10003676,08/03/2017,9.702
CA-2016-100545,IM-15070,OFF-BI-10003638,22/11/2016,11.61
CA-2018-123491,JK-15205,OFF-LA-10003077,30/10/2018,43.86
CA-2018-123491,JK-15205,TEC-PH-10003505,30/10/2018,148.48
CA-2018-123491,JK-15205,OFF-PA-10003424,30/10/2018,7.42
CA-2018-123491,JK-15205,FUR-CH-10003061,30/10/2018,71.992
CA-2018-123491,JK-15205,OFF-AR-10003514,30/10/2018,19.9
CA-2018-123491,JK-15205,OFF-AP-10002684,30/10/2018,1702.12
CA-2016-145401,JP-15520,OFF-PA-10004405,30/01/2016,14.304
US-2018-124968,MM-18055,FUR-TA-10004289,08/09/2018,765.625
CA-2018-104003,DC-13285,FUR-BO-10003965,07/10/2018,307.666
CA-2017-154788,JL-15835,OFF-BI-10003314,30/04/2017,7.712
CA-2017-169943,BN-11515,OFF-AP-10001563,19/05/2017,242.9
CA-2017-169943,BN-11515,OFF-ST-10004123,19/05/2017,454.9
CA-2017-169943,BN-11515,FUR-FU-10002088,19/05/2017,35.92
CA-2017-169943,BN-11515,FUR-FU-10000010,19/05/2017,39.76
CA-2017-169943,BN-11515,OFF-BI-10002824,19/05/2017,47.744
US-2016-123218,KD-16345,TEC-PH-10001061,20/12/2016,159.984
US-2016-123218,KD-16345,TEC-AC-10000736,20/12/2016,255.968
US-2016-123218,KD-16345,FUR-BO-10003966,20/12/2016,359.058
CA-2016-127453,JK-15370,OFF-AP-10000828,19/12/2016,434.352
CA-2016-127453,JK-15370,OFF-AP-10002906,19/12/2016,3.552
CA-2016-127453,JK-15370,OFF-AP-10003860,19/12/2016,88.832
US-2018-164056,FM-14215,FUR-TA-10001307,29/04/2018,1048.35
CA-2017-106894,CA-12265,TEC-AC-10003063,07/02/2017,100
CA-2017-106894,CA-12265,OFF-LA-10001045,07/02/2017,7.83
CA-2015-125136,KD-16495,OFF-PA-10001457,28/09/2015,96.256
CA-2015-125136,KD-16495,OFF-PA-10001804,28/09/2015,10.688
US-2017-131149,LH-17155,OFF-ST-10000689,10/07/2017,338.04
US-2017-131149,LH-17155,OFF-AR-10002135,10/07/2017,154.24
CA-2018-101483,AG-10675,OFF-AP-10002082,29/07/2018,34.848
CA-2018-101483,AG-10675,TEC-PH-10003442,29/07/2018,22
CA-2018-101483,AG-10675,OFF-AR-10002833,29/07/2018,4.368
CA-2016-130204,DB-13120,OFF-ST-10001325,03/09/2016,31.44
CA-2016-130204,DB-13120,TEC-AC-10003038,03/09/2016,17.9
CA-2016-130204,DB-13120,TEC-AC-10003590,03/09/2016,129.45
CA-2015-110527,ED-13885,OFF-LA-10000262,09/08/2015,20.88
CA-2018-152807,MC-18100,OFF-PA-10004355,30/10/2018,20.736
CA-2018-152807,MC-18100,FUR-FU-10004415,30/10/2018,7.168
CA-2018-152807,MC-18100,OFF-ST-10002486,30/10/2018,11.168
CA-2018-152807,MC-18100,TEC-AC-10001142,30/10/2018,442.4
CA-2015-133270,BM-11785,OFF-AR-10002656,06/06/2015,13.36
CA-2017-155670,EM-14065,OFF-BI-10000138,13/08/2017,11.232
CA-2017-155670,EM-14065,OFF-PA-10004947,13/08/2017,10.272
US-2015-157406,DA-13450,OFF-PA-10003543,25/04/2015,10.368
US-2015-157406,DA-13450,OFF-AR-10002221,25/04/2015,6.24
CA-2016-139094,MO-17800,FUR-TA-10004607,22/11/2016,206.962
CA-2018-168837,JW-15955,FUR-FU-10001918,14/10/2018,9.46
CA-2018-116715,VW-21775,OFF-ST-10004340,02/12/2018,559.62
CA-2018-116715,VW-21775,OFF-PA-10004475,02/12/2018,109.92
CA-2018-116715,VW-21775,OFF-PA-10003893,02/12/2018,8.56
CA-2016-135622,TT-21460,OFF-PA-10000100,08/12/2016,360.712
CA-2016-135622,TT-21460,TEC-PH-10001817,08/12/2016,1718.4
US-2016-107349,SL-20155,OFF-BI-10001765,13/07/2016,41.568
CA-2015-139017,RM-19375,TEC-AC-10001013,11/05/2015,46.864
CA-2015-141817,MB-18085,OFF-AR-10003478,05/01/2015,19.536
CA-2016-130785,AG-10900,FUR-BO-10000330,05/09/2016,411.332
CA-2016-130785,AG-10900,OFF-BI-10001900,05/09/2016,28.752
CA-2016-130785,AG-10900,FUR-BO-10003159,05/09/2016,293.199
CA-2017-110254,ML-17755,OFF-SU-10002573,04/08/2017,35.06
CA-2017-110254,ML-17755,OFF-LA-10004484,04/08/2017,4.13
CA-2017-110254,ML-17755,FUR-FU-10001591,04/08/2017,109.8
CA-2017-110254,ML-17755,OFF-LA-10002034,04/08/2017,9.82
US-2015-158057,CC-12685,OFF-BI-10004410,22/03/2015,7.644
US-2015-158057,CC-12685,OFF-BI-10002735,22/03/2015,51.465
CA-2018-146024,SC-20770,OFF-SU-10001935,02/03/2018,6.976
CA-2018-146024,SC-20770,OFF-BI-10003291,02/03/2018,12.222
CA-2017-129686,GG-14650,OFF-ST-10004337,27/11/2017,97.984
CA-2017-129686,GG-14650,TEC-AC-10001266,27/11/2017,62.4
CA-2015-118976,MY-18295,OFF-BI-10001628,28/04/2015,20.86
CA-2015-118976,MY-18295,OFF-ST-10000877,28/04/2015,497.61
CA-2015-118976,MY-18295,OFF-AR-10004752,28/04/2015,5.34
CA-2015-118976,MY-18295,OFF-LA-10000452,28/04/2015,3.15
CA-2016-105347,DP-13000,OFF-PA-10000675,24/11/2016,368.91
CA-2016-105347,DP-13000,OFF-AR-10003045,24/11/2016,14.7
CA-2017-124667,BD-11770,TEC-AC-10003447,11/11/2017,59.97
CA-2017-124667,BD-11770,OFF-ST-10002276,11/11/2017,83.36
CA-2016-111094,CB-12535,OFF-PA-10001609,09/07/2016,6.58
CA-2016-111094,CB-12535,OFF-BI-10001597,09/07/2016,122.94
CA-2018-166317,JE-15610,OFF-PA-10004475,22/09/2018,219.84
CA-2018-166317,JE-15610,TEC-AC-10004510,22/09/2018,98.16
CA-2018-166317,JE-15610,OFF-BI-10002976,22/09/2018,33.04
CA-2018-166317,JE-15610,TEC-PH-10001615,22/09/2018,86.97
CA-2016-154326,RP-19855,TEC-PH-10001819,15/02/2016,134.97
CA-2016-154326,RP-19855,TEC-PH-10000560,15/02/2016,699.98
CA-2016-154326,RP-19855,TEC-AC-10004568,15/02/2016,139.95
CA-2015-102008,RA-19915,OFF-PA-10004092,30/09/2015,48.94
CA-2015-120474,RP-19390,FUR-CH-10001854,01/12/2015,2807.84
CA-2015-120474,RP-19390,OFF-AR-10000475,01/12/2015,46.64
CA-2015-104773,TB-21175,OFF-ST-10000777,08/12/2015,60.416
CA-2017-140774,BE-11455,OFF-AR-10004022,05/09/2017,107.94
US-2018-139465,MR-17545,OFF-ST-10002352,27/08/2018,63.84
US-2018-139465,MR-17545,TEC-PH-10000455,27/08/2018,347.97
US-2018-139465,MR-17545,OFF-BI-10003910,27/08/2018,37.008
CA-2017-100965,RM-19375,FUR-FU-10003039,07/07/2017,215.65
CA-2017-121034,JF-15565,OFF-FA-10000585,08/08/2017,11.168
CA-2017-121034,JF-15565,OFF-PA-10001994,08/08/2017,53.952
CA-2017-149461,AS-10135,FUR-FU-10004270,13/11/2017,4.18
CA-2018-158379,JA-15970,OFF-BI-10002498,22/09/2018,5.607
CA-2018-158379,JA-15970,OFF-SU-10002881,22/09/2018,4663.736
CA-2018-158379,JA-15970,TEC-AC-10002926,22/09/2018,79.984
US-2017-116729,GK-14620,TEC-PH-10002200,25/12/2017,2575.944
US-2017-116729,GK-14620,OFF-PA-10002005,25/12/2017,45.36
US-2017-116729,GK-14620,TEC-AC-10001465,25/12/2017,254.24
CA-2017-164938,PB-19210,TEC-PH-10004897,11/02/2017,69.93
CA-2017-165484,HK-14890,FUR-FU-10001196,23/10/2017,16.156
CA-2017-165484,HK-14890,OFF-PA-10000595,23/10/2017,54.816
CA-2015-132612,FO-14305,FUR-TA-10004534,09/06/2015,1441.3
US-2018-161193,BT-11680,FUR-FU-10001861,20/11/2018,77.6
US-2018-161193,BT-11680,FUR-FU-10000206,20/11/2018,4.656
CA-2016-131597,SP-20620,FUR-TA-10002607,14/09/2016,170.136
CA-2016-164833,LL-16840,OFF-LA-10000443,04/06/2016,7.38
CA-2016-164833,LL-16840,OFF-AR-10004685,04/06/2016,9.26
CA-2016-125423,MC-17575,OFF-LA-10001771,13/12/2016,9.96
US-2015-130379,JL-15235,OFF-AP-10001394,25/05/2015,75.6
US-2015-130379,JL-15235,FUR-FU-10002553,25/05/2015,29.32
CA-2017-168956,EA-14035,OFF-AP-10004233,16/02/2017,92.064
CA-2017-168956,EA-14035,OFF-FA-10000304,16/02/2017,6.976
CA-2017-168956,EA-14035,FUR-CH-10004754,16/02/2017,62.958
CA-2017-168956,EA-14035,OFF-PA-10000809,16/02/2017,5.184
CA-2017-167507,SA-20830,OFF-BI-10003694,22/12/2017,31.32
CA-2017-167507,SA-20830,FUR-FU-10001935,22/12/2017,11.84
CA-2017-167507,SA-20830,FUR-FU-10002878,22/12/2017,22.784
CA-2017-109344,CH-12070,TEC-PH-10002624,08/02/2017,1127.976
US-2016-140851,ND-18460,OFF-PA-10000019,13/07/2016,38.88
CA-2015-103373,BS-11755,TEC-PH-10002885,18/05/2015,779.796
CA-2018-145884,SL-20155,TEC-PH-10000895,21/10/2018,1439.92
CA-2018-145884,SL-20155,FUR-TA-10002356,21/10/2018,262.11
CA-2016-131422,GB-14530,FUR-CH-10001270,05/11/2016,207
CA-2018-162691,AS-10045,TEC-MA-10000488,01/08/2018,1439.982
CA-2018-162691,AS-10045,OFF-PA-10003729,01/08/2018,36.288
CA-2015-141278,RM-19375,OFF-AR-10003056,21/06/2015,21.4
CA-2018-122693,NH-18610,OFF-AP-10002518,19/02/2018,1245.86
CA-2015-117345,BF-10975,OFF-LA-10000240,01/08/2015,17.544
